1394	In what country did the game of croquet originate?
1395	Who is Tom Cruise married to?
1396	What is the name of the volcano that destroyed the ancient city of Pompeii?
1397	What was the largest crowd to ever come see Michael Jordan?
1398	What year was Alaska purchased?
1399	What mythical Scottish town appears for one day every 100 years?
1400	When was the telegraph invented?
1401	What is the democratic party symbol?
1402	What year did Wilt Chamberlain score 100 points?
1403	When was the internal combustion engine invented?
1404	How many chromosomes does a human zygote have?
1405	How many ounces are in a gallon?
1406	When did the story of Romeo and Juliet take place?
1407	When did the shootings at Columbine happen?
1408	Which political party is Lionel Jospin a member of?
1409	Which vintage rock and roll singer was known as "The Killer"?
1410	What lays blue eggs?
1411	What Spanish explorer discovered the Mississippi River?
1412	Who is the governor of Colorado?
1413	What river is called "China's Sorrow"?
1414	What was the length of the  Wright brothers' first flight?
1415	Where does the vice president live when in office?
1416	When was Wendy's founded?
1417	Who was the first person to run the mile in less than four minutes?
1418	When was the Rosenberg trial?
1419	What year did Alaska become a state?
1420	How high is Mount Kinabalu?
1421	When did Mike Tyson bite Holyfield's ear?
1422	What two European countries are connected by the St. Gotthard Tunnel under the Alps?
1423	What is a peninsula in the Philippines?
1424	Who won the Oscar for best actor in 1970?
1425	What is the population of Maryland?
1426	Who is the governor of Tennessee?
1427	What was the first spaceship on the moon?
1428	Who won the Nobel Peace Prize in 1992?
1429	What was Andrew Jackson's wife's name?
1430	How old do you have to be to get married in South Carolina?
1431	Who starred in "The Poseidon Adventure"?
1432	Where is Devil's Tower?
1433	What is the height of the tallest redwood?
1434	What site did Lindbergh begin his flight from in 1927?
1435	What nation is home to the Kaaba?
1436	What was the name of Stonewall Jackson's horse?
1437	How many states were still united after the southern states seceded?
1438	What body of water does the Colorado River flow into?
1439	How deep is Crater Lake?
1440	Who was the lead singer for the Commodores?
1441	What is the coldest place on earth?
1442	What is the chemical formula for sulphur dioxide?
1443	When did Bob Marley die?
1444	What female leader succeeded Ferdinand Marcos as president of the Philippines?
1445	When is Snoop Dog's birthday?
1446	How did Mahatma Gandhi die?
1447	What is the capital of Syria?
1448	What is the fear of lightning called?
1449	What college did Magic Johnson attend?
1450	Which U.S. state is the leading corn producer?
1451	Where was the first McDonalds built?
1452	What is the name given to a collection of poetry?1
1453	Where was the first J.C. Penney store opened?
1454	How much money does the U.S. supreme court make?
1455	The Hindenburg disaster took place in 1937 in which New Jersey town?
1456	What is the Keystone State?
1457	Who succeeded Ferdinand Marcos?
1458	What was the name of the high school in "Grease"?
1459	What is one national park in Indiana?
1460	What was the name of the dog in the Thin Man movies?
1461	What country's leader was awarded the 2000 Nobel Peace Prize?
1462	Where is the oldest synagogue in the United States?
1463	What is the North Korean national anthem?
1464	Who is the detective on "Diagnosis Murder"?
1465	What company makes Bentley cars?
1466	How tall is Allen Iverson?
1467	What year did South Dakota become a state?
1468	If something has petrified, what has it turned into?
1469	When did Alexandra Graham Bell invent the telephone?
1470	When did president Herbert Hoover die?
1471	How fast does a cheetah run?
1472	How do you say "house" in Spanish?
1473	When was Lyndon B. Johnson born?
1474	What is the lowest point on earth?
1475	Who was the first person to reach the south pole?
1476	Who was the Roman god of the sea?
1477	What are wavelengths measured in?
1478	What is the name of the heroine in "Gone with the Wind"?
1479	Who composed "The Messiah"?
1480	What is the principle port in Ecuador?
1481	What is the capital city of Algeria?
1482	What county is Wilmington, Delaware in?
1483	Where is the highest point on earth?
1484	What college did Allen Iverson attend?
1485	What is slang for a "five dollar bill"?
1486	Where did Roger Williams, pianist, grow up?
1487	How much are tickets to Disney World?
1488	What is the name of the professional baseball team in Myrtle Beach, South Carolina?
1489	What continent is India on?
1490	What is the Boston Strangler's name?
1491	What was the name of Sherlock Holmes' brother?
1492	How old was Nolan Ryan when he retired?
1493	When was Davy Crockett born?
1494	Who wrote "East is east, west is west and never the twain shall meet"?
1495	How did Molly Shannon's mother die?
1496	What country is Berlin in?
1497	What was the original name before "The Star Spangled Banner"?
1498	What school did Emmitt Smith go to?
1499	Which African country's major export is coffee?
1500	Where is Georgetown University?
1501	How much of U.S. power is from nuclear energy?
1502	What year was President Kennedy killed?
1503	What is the world's second largest island?
1504	Where is the Salton Sea?
1505	What is the currency used in China?
1506	What's the name of King Arthur's sword?
1507	What is the national anthem in England?
1508	What was Dale Evans' horse's name?
1509	What is Frank Sinatra's nickname?
1510	Where is Anne Frank's diary?
1511	Who said "Music hath charm to soothe the savage beast"?
1512	What is the age of our solar system?
1513	What is the current population in Bombay, India?
1514	What is Canada's most populous city?
1515	What was Dr. Seuss' real name?
1516	What does CPR stand for?
1517	What is the state bird of Alaska?
1518	What year did Marco Polo travel to Asia?
1519	Where was Hans Christian Anderson born?
1520	What is the capital of Kentucky?
1521	What year did Ellis Island open its doors to immigrants?
1522	What are the headpieces called that the Saudi Arabians wear?
1523	What percent of the U.S. is African American?
1524	What is the name of the ballpark that the Milwaukee Brewers play at?
1525	What university did Thomas Jefferson found?
1526	What is the city of brotherly love?
1527	When did the 6-day war begin?
1528	Where did Kublai Khan live?
1529	What is the oldest college bowl game?
1530	What is the capital city of New Zealand?
1531	What does NASDAQ stand for?
1532	What is the literacy rate in Cuba?
1533	Who directed the film "Fail Safe"?
1534	The sun is mostly made up of what two gasses?
1535	Who painted "Sunflowers"?
1536	What city is Lake Washington by?
1537	How many electoral college votes in Tennessee?
1538	Who is the evil H.R. Director in "Dilbert"?
1539	What is Ronald Reagan's favorite candy?
1540	What is the deepest lake in America?
1541	What president is on a quarter?
1542	Where is Hill Air Force Base?
1543	How tall was Judy Garland?
1544	What is the most populated country in the world?
1545	What is a female rabbit called?
1546	What year was the movie "Ole Yeller" made?
1547	What is the atomic number of uranium?
1548	What was the first name of the Gehrig who played for the New York Yankees?
1549	What year was the PC invented?
1550	What is the southwestern-most tip of England?
1551	What does DNA stand for?
1552	What did Charles Babbage invent?
1553	Who makes Magic Chef refrigerators?
1554	What is the scientific name for tobacco?
1555	When was the Tet offensive in Vietnam?
1556	What cemetery is Thurgood Marshall buried in?
1557	What was the first satellite in space?
1558	How much does it cost to register a car in New Hampshire?
1559	Where did Dr. King give his speech in Washington?
1560	What was Denzel Washington's first television series?
1561	When was the first patent filed on the ice cream cone?
1562	Where did the U.S. Civil War begin?
1563	Who started the Protestant reformation?
1564	When did Led Zeppelin appear on BBC?
1565	What is Karl Malone's nickname?
1566	What famous Spanish poet died in Spain's Civil War?
1567	When did the Black Panther party start in California?
1568	How old was George Washington when he died?
1569	When did the Vietnam War end?
1570	What is the legal age to vote in Argentina?
1571	How much copper is in a penny?
1572	For whom was the state of Pennsylvania named?
1573	Who is the head of the FBI?
1574	When did "The Simpsons" first appear on television?
1575	What is the degree of tilt of Earth?
1576	What galaxy is closest to the milky way?
1577	What Burns poem does "the best laid plans of mice and men" come from?
1578	How tall is the Sphinx?
1579	Which country exports the most tea?
1580	What name is given to the science of map-making?
1581	What anniversary is the 20th?
1582	How high is a hand?
1583	What is the text of an opera called?
1584	When did George W. Bush get elected as the governor of Texas?
1585	What is the chief religion for Peru?
1586	When did the Golden Gate Bridge get finished?
1587	What did Sherlock Holmes call the street gang that helped him crack cases?
1588	When was Apollo 11 launched?
1589	Who was the only golfer to win the U.S. and British Opens and amateurs in the same year?
1590	What do grasshoppers eat?
1591	What percentage of the population is left handed?
1592	When was the Reichstag burned down?
1593	What percent of Egypt's population lives in Cairo?
1594	Which long Lewis Carroll poem was turned into a musical on the London stage?
1595	What person developed COBOL?
1596	What year did Mussolini seize power in Italy?
1597	Where is the French consulate in New York?
1598	Who was the baseball player given the nickname "Mr. October"?
1599	What is South Africa's total population?
1600	What automobile company makes the Spider?
1601	When did Einstein die?
1602	Who holds the record as the highest paid child performer?
1603	When did Robert E. Lee surrender in the Civil War?
1604	What does R&B stand for?
1605	How far would you run if you participate in a marathon?
1606	What is the boiling point of water?
1607	What is the normal blood sugar range for people?
1608	What is the appropriate gift for a 10th anniversary?
1609	What is the currency of Bolivia called?
1610	Who signed the Declaration of Independence from Vermont?
1611	What is the lifespan of a house fly?
1612	When was the U.S. invasion of Haiti?
1613	When was Benjamin Disraeli prime minister?
1614	What is the capital of Victoria?
1615	What is Africa's largest country?
1616	When is Gerald Ford's birthday?
1617	When did the Klondike gold rush occur?
1618	Where is bile produced?
1619	Which baseball star stole 130 bases in 1982?
1620	What year was the first Macy's Thanksgiving Day Parade held?
1621	What is the name of the country in the Pyrenees mountains between France and Spain?
1622	Who was Woodrow Wilson's First Lady?
1623	What is the active ingredient in Tylenol?
1624	What year did "New Coke" come out?
1625	What is the deepest lake in the world?
1626	What is Buzz Aldrin's real first name?
1627	What is written on the U.S. tomb of the unknown soldier?
1628	How much area does the Everglades cover?
1629	Where is Mae West buried?
1630	When was the dog domesticated?
1631	What's the capacity of the Superdome?
1632	How much protein is in tofu?
1633	What roller coaster is the fastest in the world?
1634	What is the area of Venezuela?
1635	What is the name of the famous dogsledding race held each year in Alaska?
1636	When was the battle of Chancellorsville fought?
1637	What is the name of the five pointed star commonly used by Satanists?
1638	What city in Australia has rain forests?
1639	What is the profession of John Cusack's character in the 1999 film "Pushing Tin"?
1640	Who founded Taoism?
1641	Where did 'N Sync get their name?
1642	What do you call a baby sloth?
1643	Who founded Rhode Island?
1644	How far away from the sun is Saturn?
1645	How much is the international space stations expected to cost?
1646	When was the first atomic bomb dropped?
1647	What continent is Scotland in?
1648	What does TB stand for in baseball stats?
1649	What year did the shuttle Challenger explode?
1650	What county is Elmira, NY in?
1651	What is another name for the North Star?
1652	When did the United States enter World War II?
1653	How do you say "French fries" in French?
1654	Where is Prairie View A&M University?
1655	Where was Abraham Lincoln born?
1656	How fast does an Iguana travel (mph)?
1657	What do the French call the English Channel?
1658	What year was Robert Frost born?
1659	Where was Bob Dylan born?
1660	What is Elvis Presley's middle name?
1661	What does "E Pluribus Unum" mean?
1662	When was Jerusalem invaded by the general Titus?
1663	What are the people who make fireworks called?
1664	Who was the first person to make the helicopter?
1665	When did Marian Anderson sing at the Lincoln Memorial?
1666	What is the name of the US military base in Cuba?
1667	What is the abbreviation for the London stock exchange?
1668	What is the oldest national park in the U.S.?
1669	How tall is Mount McKinley?
1670	Who was the Union general in the Battle of Winchester?
1671	Where is Big Ben?
1672	What Latin American country is the leading exporter of sugar cane?
1673	What time of year does the peregrine falcon breed?
1674	What day did Neil Armstrong land on the moon?
1675	What group sang the song "Happy Together"?
1676	When was water found on Mars?
1677	How did Micky Mantle die?
1678	Who was the U.S. president in 1929?
1679	What is the diameter of the moon?
1680	What country was ruled by King Arthur?
1681	When did Houdini die?
1682	When was Martin Luther King Jr. born?
1683	What name is horror actor William Henry Pratt better known by?
1684	What card game uses only 48 cards?
1685	What is the most populous city in the United States?
1686	Who defeated the Spanish armada?
1687	What president declared Mothers' Day?
1688	What year was the gateway arch built?
1689	What war is connected with the book "Charge of the Light Brigade"?
1690	What does DEA stand for?
1691	Where was the movie "Somewhere in Time" filmed?
1692	How tall is the Eiffel Tower in France?
1693	When was Jackie Robinson born?
1694	What year did California become a territory?
1695	What breed was Roy Rogers' horse Trigger?
1696	When was the pencil first invented?
1697	Where is the Statue of Liberty?
1698	When was Julius Caesar born?
1699	What city is Purdue University in?
1700	Where is America's Stonehenge?
1701	Where was President Lincoln buried?
1702	Whose business slogan is "Quality is job 1"?
1703	What award did Sterling North's book "Rascal" win in 1963?
1704	What is the normal pulse rate?
1705	What is rum made out of?
1706	What is the beginning date for the Hershey foods company?
1707	What is the ranger's name in Yogi Bear cartoons?
1708	When was the Exxon Valdez Oil spill?
1709	What is the August birthstone?
1710	What are the colors of the Italian flag?
1711	When was the first jet invented?
1712	Who invented the fishing reel?
1713	What is the phobia for number 13?
1714	What province in Canada is Niagara Falls located in?
1715	How much vitamin C should you take in a day?
1716	Who was the first Triple Crown Winner?
1717	What city was the first in the world to have a population over one million?
1718	When was the White House built?
1719	What is the distance from Jupiter to the sun?
1720	When a game of baseball is forfeited, what is the score?
1721	How far is the pitchers mound from home plate in softball?
1722	What year did poet Emily Dickinson die?
1723	What is Madonna's last name?
1724	Who was one of the Egyptian gods?
1725	Where did David Ogden Stiers get his undergraduate degree?
1726	What is the name of the canopy at a Jewish wedding?
1727	What does the abbreviation WASP mean?
1728	When did Yankee Stadium first open?
1729	What is the name of the airport in Amsterdam?
1730	What is Mark Twain's real name?
1731	How often does the United States government conduct an official population census?
1732	What are the opening words of the Declaration of Independence?
1733	Who is the president pro tempore of the US Senate?
1734	How do you say "pig" in Spanish?
1735	What city is Southwestern University in?
1736	Where on the body would you find the jowls?
1737	How much sleep should a child get at night?
1738	Where was the F Troop stationed?
1739	What is the full name of conductor Seiji?
1740	What is the Stanley Cup made of?
1741	What author wrote under the pen name "Boz"?
1742	When did the Mesozoic period end?
1743	Which state has the longest coastline on the Atlantic Ocean?
1744	What car company invented the Edsel?
1745	What are hiccups caused by?
1746	Who stabbed Monica Seles?
1747	Where is the national hurricane center located?
1748	When were the Los Angeles riots?
1749	When was Sputnik launched?
1750	What is Mexico's population?
1751	Where is Mesa Verde National park?
1752	When was the Oklahoma City bombing?
1753	When was the Vietnam Veterans Memorial in Washington, D.C. built?
1754	When did the Persian Gulf War occur?
1755	What was the profession of American patriot Paul Revere?
1756	When is Fashion week in NYC?
1757	When did the battle of Iwo Jima take place?
1758	What is the "Sunflower State"?
1759	Who wrote "Fiddler on the Roof?"
1760	Where was C.S. Lewis born?
1761	How many black keys are on the piano?
1762	What is the name of Scarlett O'Hara's house?
1763	How old is the universe?
1764	What Cuban dictator did Fidel Castro force out of power in 1958?
1765	What airport is LCY?
1766	What is Australia's national blossom?
1767	When was the first Ford Mustang made?
1768	What TV series did Pierce Brosnan play in?
1769	Who is the owner of the St. Petersburg Times?
1770	What is the highest recorded temperature in San Antonio, TX?
1771	When was D-Day?
1772	Who invented the cotton gin?
1773	What was Aaron Copland's most famous piece of music?
1774	What does HTML stand for?
1775	What is a group of antelope called?
1776	What year did the first American lighthouse open?
1777	Who did Scott Bakula play in "American Beauty"?
1778	When did Walt Disney die?
1779	What is Australia's oldest city?
1780	Who has the most no hitters in major league baseball?
1781	What year did "Snow White" come out?
1782	Who was the first woman to run for president?
1783	What country are Volvo automobiles made in?
1784	What is the scientific name for leech?
1785	What body of water does the Euphrates River empty into?
1786	What were the most points Michael Jordan scored in a game?
1787	What is David Lee Roth's birthday?
1788	Who makes viagra?
1789	What is the date of the Kent State Shooting?
1790	What country is the holy city of Mecca located in?
1791	When did they put Mir down?
1792	How far is it from Buffalo, New York to Syracuse, New York?
1793	What is the world's tallest office building?
1794	What is the fastest car in the world?
1795	How far does a laser pointer shine?
1796	What year did General Montgomery lead the Allies to a victory over the Axis troops in North Africa?
1797	How did Adolf Hitler die?
1798	On what continent is Egypt located?
1799	What is the life expectancy of the average woman in Nigeria?
1800	Which president was sworn into office on an airplane?
1801	Where is the smallest bone in the body?
1802	How tall is Tom Cruise?
1803	When did Willis Haviland Carrier make the air conditioner?
1804	Which river runs through Dublin?
1805	Who was elected President of South Africa in 1994?
1806	When was the first heart transplant?
1807	What is the range for the number of passengers a Boeing 747 airplane can carry?
1808	What island did the U.S. gain after the Spanish American war?
1809	When was the Buckingham Palace built in London, England?
1810	Where are the British Crown jewels kept?
1811	When was penicillin first used?
1812	What was the name of the stage play that A. Lincoln died at?
1813	When were the first postage stamps issued in the United States?
1814	What gift is proper for a 1st anniversary?
1815	What is Nicaragua's main industry?
1816	How old must you be to become President of the United States?
1817	Who was the first president to speak on the radio?
1818	Where did Golda Meir grow up?
1819	When did Marilyn Monroe commit suicide?
1820	When is Mexico's independence?
1821	Who were the architects who designed the Empire State Building?
1822	Who was the captain of the Titanic?
1823	What number did Michael Jordan wear?
1824	Which planet did the spacecraft Magellan enable scientists to research extensively?
1825	What year did Nintendo 64 come out?
1826	Which film received the first best picture Academy Award?
1827	Where was the battle of Alamo fought?
1828	What was Thailand's original name?
1829	How tall is the CNN Tower in Toronto?
1830	What city does the Tour de France end in?
1831	What is the name of Abbott and Costello's famous routine?
1832	What did Walter Cronkite say at the end of every show?
1833	How tall is Mike Tyson?
1834	Which disciple received 30 pieces of silver for betraying Jesus?
1835	Who was Sherlock Holmes' arch enemy?
1836	What river runs through Rome, Italy?
1837	What year was Ebbets Field, home of Brooklyn Dodgers, built?
1838	What was the name of FDR's dog?
1839	What country was formed in 1948?
1840	What is the state song of Kansas?
1841	What's the final line in the Edgar Allen Poe poem "The Raven?"
1842	How much did a quart of milk cost in the 1930's?
1843	In what month are the most babies born?
1844	When was the Hellenistic Age?
1845	What province is Calgary located in?
1846	What is the oldest sports trophy?
1847	What is Tina Turners real name?
1848	What was the name of the plane that dropped the Atomic Bomb on Hiroshima?
1849	What is the nickname of Oklahoma?
1850	What is Marilyn Monroe's real name?
1851	Which country colonized Hong Kong?
1852	When did Henry VIII rule England?
1853	Where was the Andersonville Prison?
1854	What was William Shakespeare's occupation before he began to write plays?
1855	How fast is the world spinning?
1856	What city is known as the rubber capital of the world?
1857	What is the length of Churchill Downs racetrack?
1858	Tell me where the DuPont company is located.
1859	What branch of the military has its academy in Annapolis?
1860	What Broadway musical is the song "The Story is Me" from?
1861	Where was Bill Gates born?
1862	What is the GDP of China?
1863	Who said "I have not begun to fight!"?
1864	What was the name of the first child of English parents to be born in America?
1865	What is the major crop grown in Arizona?
1866	What part of the eye continues to grow throughout a person's life?
1867	Which Italian city is home to the Cathedral of Santa Maria del Fiore or the Duomo?
1868	What capital is on the Susquehanna River?
1869	In the Bible, who was Jacob's mother?
1870	What country is Pretoria in?
1871	How much gravity exists on Mars?
1872	How did Eva Peron die?
1873	What is the motto for California?
1874	When was the battle of Shiloh?
1875	What county is St. Paul, Minnesota in?
1876	How far from the earth is the sun?
1877	What is the name of a newborn swan?
1878	What year was the phonograph invented?
1879	By what nickname was musician Ernesto Antonio Puente, Jr. best known?
1880	When was King Louis XIV born?
1881	What is the scientific name for the zinnia plant?
1882	What nationality is Sean Connery?
1883	How much of the ozone layer is depleted?
1884	Where is the Sea of Tranquility?
1885	What language do they speak in New Caledonia?
1886	What are Brazil's national colors?
1887	What was the name of the first enclosed baseball park?
1888	What year was the light bulb invented?
1889	How old is the Red Pyramid?
1890	Who is the author of the poem "The Midnight Ride of Paul Revere?"
1891	Who was the first black heavyweight champion?
1892	Where does cinnamon come from?
1893	What American general is buried in Salzburg?
